name,award,year,region,dl_profile,double_underscore_content
"Schafer, U. Ben",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Schafter, Uriel Ben",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Adve, Vikram",ACM Software System Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100524180,
"Salapura, Valentina",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100451676,
"Barr, Valerie",Outstanding Contribution to ACM Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100069849,
"Chen, Valerie",ACM/CSTA Cutler-Bell Prize in High School Computing,2015,North America,https://dl.acm.orgN/A,
"Hayot-Sasson, Valerie",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Shenoy, Varun",ACM/CSTA Cutler-Bell Prize in High School Computing,2018,North America,https://dl.acm.orgN/A,
"Guruswami, Venkatesan",ACM Doctoral Dissertation Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100193496,
"Vishwanath, Venkatram",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Paxson, Vern",ACM Grace Murray Hopper Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100467798,
"Austel, Vernon",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100125072,
"Raychev, Veselin",ACM Doctoral Dissertation Award,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81474700236,
"Saraswat, Vijay",ACM Doctoral Dissertation Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100152268,
"Gavini, Vikram",ACM Gordon Bell Prize,2023,North America,https://dl.acm.orgN/A,
"Conitzer, Vincent",ACM Doctoral Dissertation Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100416361,
"Cerf, Vinton",ACM Software System Award,1991,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81385601636,
"Cerf, Vinton",ACM A. M. Turing Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81385601636,
"Cerf, Vinton",ACM Presidential Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81385601636,
"Subramanian, Vishal",ACM Gordon Bell Prize,2023,North America,https://dl.acm.orgN/A,
"Morozov, Vitali A",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81474643915,
"Vapnik, Vladimir",ACM Paris Kanellakis Theory and Practice Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100555202,
"Strassen, Volker",ACM Paris Kanellakis Theory and Practice Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100296027,
"Dorsey, W. Smith",Outstanding Contribution to ACM Award,1976,North America,https://dl.acm.orgN/A,
"Carlson, Walter",ACM Distinguished Service Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100379192,
"Teitelman, Warren",ACM Software System Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339532165,
"Graves, Wayne",Outstanding Contribution to ACM Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=60000000508,
"Joubert, Wayne",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Liu, Weiguo",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Jia, Weile",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Nie, Weili",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"E, Weinan",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Zheng, Weinim",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Zhang, Weiqun",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Hwu, Wen-Mei",ACM Grace Murray Hopper Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81406592242,
"Hwu, Wen-Mei",ACM-IEEE CS Eckert-Mauchly Award,2024,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81406592242,
"Zhang, Wenqiang",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Wu, Wenzhao",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Clark, Wesley A.",ACM-IEEE CS Eckert-Mauchly Award,1981,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100621210,
"Diffie, Whitfield",ACM Paris Kanellakis Theory and Practice Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100513962,
"Diffie, Whitfield",ACM A. M. Turing Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100513962,
"Wulf, William A",ACM Distinguished Service Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536633,
"Wulf, William A",ACM Karl V. Karlstrom Outstanding Educator Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536633,
"Wulf, William A",ACM Policy Award,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536633,
"Poucher, William B",Outstanding Contribution to ACM Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332521927,
"Chan, William",ACM Doctoral Dissertation Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81508687613,
"Dally, William",ACM-IEEE CS Eckert-Mauchly Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100650067,
"Hillis, William Daniel",ACM Doctoral Dissertation Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100533818,
"Hillis, William Daniel",ACM Grace Murray Hopper Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100533818,
"Atchison, William F.",ACM Distinguished Service Award,1973,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100638384,
"Paxton, William H.",ACM Software System Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100238435,
"English, William K.",ACM Software System Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100343775,
"Kahan, William",ACM A. M. Turing Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100645838,
"Kuszmaul, William",ACM Doctoral Dissertation Award,2023,North America,https://dl.acm.orgN/A,
"Joy, William N.",ACM Grace Murray Hopper Award,1986,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100148022,
"Fichtner, Wolfgang",ACM Gordon Bell Prize,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100295584,
"Kim, Won",ACM Distinguished Service Award,2001,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81414607972,
"Leroy, Xavier",ACM Software System Award,2021,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100078576,
"Chen, Xiaofei",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Tu, Xiaoyuan",ACM Doctoral Dissertation Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100439432,
"Wang, Xinliang",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"LI, Xuelong",CCF-ACM Award for Artificial Intelligence,2021,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81508703077,
"Tauman Kalai, Yael",ACM Prize in Computing,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100634714,
"Patt, Yale",ACM-IEEE CS Eckert-Mauchly Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100112672,
"Patt, Yale",ACM Karl V. Karlstrom Outstanding Educator Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100112672,
"Liu, Yan",ACM Doctoral Dissertation Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81496673766,
"You, Yang",ACM-IEEE CS George Michael Memorial HPC Fellowships,2017,North America,https://dl.acm.orgN/A,
"Sun, Yanhua",ACM-IEEE CS George Michael Memorial HPC Fellowships,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100448620,
"Erlich, Yaniv",ACM-IEEE CS George Michael Memorial HPC Fellowships,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81502723021,
"LeCun, Yann",ACM A. M. Turing Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350597740,
"Narayan, Yash",ACM/CSTA Cutler-Bell Prize in High School Computing,2021,North America,https://dl.acm.orgN/A,
"Matsubara, Yasuko",IPSJ/ACM Award for Early Career Contributions to Global Research,2018,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81365594947,
"Kamei, Yasutaka",IPSJ/ACM Award for Early Career Contributions to Global Research,2019,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339508400,
"Ng, Yi-Ren",ACM Doctoral Dissertation Award,2006,North America,https://dl.acm.orgN/A,
"Shan, Yibing",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488138,
"Wanwang, Yin",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Freund, Yoav",ACM Paris Kanellakis Theory and Practice Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100165187,
"Shoham, Yoav",ACM AAAI Allen Newell Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100437589,
"Chen, Yong",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81492650095,
"Chen, Yong",ACM-IEEE CS George Michael Memorial HPC Fellowships,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81492650095,
"Bengio, Yoshua",ACM A. M. Turing Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100287057,
"Azar, Yossi",ACM Paris Kanellakis Theory and Practice Award,2020,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100215093,
"Matias, Yossi",ACM Paris Kanellakis Theory and Practice Award,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100094018,
"Ohno, Yousuke",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100301488,
"Hasegawa, Yukihiro",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81496648762,
"Ao, Yulong",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Liu, Yunhao",ACM Presidential Award,2013,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81371594524,
"Deng, Yuntian",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Bertot, Yves",ACM Software System Award,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100267677,
"Ineichen, Yves",ACM Gordon Bell Prize,2015,Europe,https://dl.acm.orgN/A,
"Dargaye, Zaynah",ACM Software System Award,2021,Europe,https://dl.acm.orgN/A,
"Yin, Zekun",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Zhao, Zeyu",ACM/CSTA Cutler-Bell Prize in High School Computing,2019,North America,https://dl.acm.orgN/A,
"Wang, Zhen",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Xie, Zhen",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Zhang, Zhenguo",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Zhou, Zhi-Hua",CCF-ACM Award for Artificial Intelligence,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81451593001,
"Manna, Zohar",ACM Programming Systems and Languages Paper Award,1974,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100089034,
"Kedem, Zvi Meir",Outstanding Contribution to ACM Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100539349,
"matheson, mike",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
